228975	77069	66.486	185	51	1	8	181	15	199	3.45e-88	262	204	348	85
228975	88612	38.953	172	92	3	34	192	13	184	8.50e-31	114	204	320	78
228975	86019	37.821	156	82	2	41	181	13	168	1.19e-26	103	204	381	69
228975	89626	73.913	23	6	0	159	181	41	63	4.33e-06	44.7	204	171	11
102590	88612	59.621	317	102	2	6	303	9	318	2.15e-135	387	334	320	89
102590	86019	50.340	294	117	3	14	285	10	296	1.87e-97	292	334	381	81
102590	77069	47.682	302	125	4	3	285	40	327	4.89e-86	262	334	348	85
102590	89626	40.237	169	73	5	117	257	2	170	9.30e-30	111	334	171	42
218336	88612	59.744	313	100	2	1	294	13	318	3.94e-133	380	325	320	90
218336	86019	50.340	294	117	3	5	276	10	296	2.73e-97	291	325	381	84
218336	77069	48.611	288	121	3	8	276	48	327	7.04e-86	261	325	348	83
218336	89626	40.237	169	73	5	108	248	2	170	9.19e-30	110	325	171	43
350676	86019	50.781	384	155	6	35	399	7	375	2.70e-121	356	409	381	89
350676	88612	45.483	321	149	6	34	349	13	312	4.20e-95	287	409	320	77
350676	77069	42.478	339	165	7	1	334	14	327	9.17e-85	261	409	348	82
350676	89626	45.638	149	71	5	148	290	19	163	2.61e-33	122	409	171	35
433841	88612	58.716	327	128	1	21	347	1	320	1.78e-147	418	348	320	94
433841	86019	55.932	295	120	3	36	327	9	296	9.59e-120	350	348	381	84
433841	77069	54.225	284	122	2	44	327	52	327	1.02e-109	323	348	348	82
433841	89626	47.929	169	79	4	140	299	2	170	3.56e-45	151	348	171	46
440184	88612	41.424	309	167	5	51	359	20	314	5.38e-75	234	364	320	85
440184	77069	43.151	292	152	4	53	344	50	327	5.74e-72	227	364	348	80
440184	86019	37.458	299	165	7	54	346	16	298	3.56e-59	195	364	381	80
440184	89626	51.948	154	65	3	168	316	21	170	6.82e-49	161	364	171	41
440184	75143	28.495	186	103	8	167	351	102	258	5.08e-06	46.6	364	263	51
440184	80608	30.303	132	74	4	210	341	139	252	6.01e-06	46.6	364	264	36
